Systematic Name,Standard Name,complex,term_link,gene_link
YDR331W,GPI8,GPI-anchor transamidase complex,<a href='https://www.yeastgenome.org/go/GO:0042765' target='_blank'>GPI-anchor transamidase complex</a>,<a href='https://www.yeastgenome.org/locus/YDR331W/go' target='_blank'>YDR331W</a>
YDL087C,LUC7,U1 snRNP,<a href='https://www.yeastgenome.org/go/GO:0005685' target='_blank'>U1 snRNP</a>,<a href='https://www.yeastgenome.org/locus/YDL087C/go' target='_blank'>YDL087C</a>
YDL087C,LUC7,U2-type prespliceosome,<a href='https://www.yeastgenome.org/go/GO:0071004' target='_blank'>U2-type prespliceosome</a>,<a href='https://www.yeastgenome.org/locus/YDL087C/go' target='_blank'>YDL087C</a>
YDL087C,LUC7,U2-type spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0005684' target='_blank'>U2-type spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YDL087C/go' target='_blank'>YDL087C</a>
YDL087C,LUC7,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YDL087C/go' target='_blank'>YDL087C</a>
YDL087C,LUC7,small nuclear ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030532' target='_blank'>small nuclear ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YDL087C/go' target='_blank'>YDL087C</a>
YDL087C,LUC7,spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0005681' target='_blank'>spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YDL087C/go' target='_blank'>YDL087C</a>
YJL085W,EXO70,exocyst,<a href='https://www.yeastgenome.org/go/GO:0000145' target='_blank'>exocyst</a>,<a href='https://www.yeastgenome.org/locus/YJL085W/go' target='_blank'>YJL085W</a>
YIL068C,SEC6,exocyst,<a href='https://www.yeastgenome.org/go/GO:0000145' target='_blank'>exocyst</a>,<a href='https://www.yeastgenome.org/locus/YIL068C/go' target='_blank'>YIL068C</a>
YDR074W,TPS2,"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)","<a href='https://www.yeastgenome.org/go/GO:0005946' target='_blank'>alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)</a>",<a href='https://www.yeastgenome.org/locus/YDR074W/go' target='_blank'>YDR074W</a>
YNL286W,CUS2,U2 snRNP,<a href='https://www.yeastgenome.org/go/GO:0005686' target='_blank'>U2 snRNP</a>,<a href='https://www.yeastgenome.org/locus/YNL286W/go' target='_blank'>YNL286W</a>
YNL286W,CUS2,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YNL286W/go' target='_blank'>YNL286W</a>
YNL286W,CUS2,small nuclear ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030532' target='_blank'>small nuclear ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YNL286W/go' target='_blank'>YNL286W</a>
snR50,,box C/D snoRNP complex,<a href='https://www.yeastgenome.org/go/GO:0031428' target='_blank'>box C/D snoRNP complex</a>,<a href='https://www.yeastgenome.org/locus/snR50/go' target='_blank'>snR50</a>
snR50,,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/snR50/go' target='_blank'>snR50</a>
snR50,,small nucleolar ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0005732' target='_blank'>small nucleolar ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/snR50/go' target='_blank'>snR50</a>
YLL022C,HIF1,histone acetyltransferase complex,<a href='https://www.yeastgenome.org/go/GO:0000123' target='_blank'>histone acetyltransferase complex</a>,<a href='https://www.yeastgenome.org/locus/YLL022C/go' target='_blank'>YLL022C</a>
YDR382W,RPP2B,cytosolic large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0022625' target='_blank'>cytosolic large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YDR382W/go' target='_blank'>YDR382W</a>
YDR382W,RPP2B,cytosolic ribosome,<a href='https://www.yeastgenome.org/go/GO:0022626' target='_blank'>cytosolic ribosome</a>,<a href='https://www.yeastgenome.org/locus/YDR382W/go' target='_blank'>YDR382W</a>
YDR382W,RPP2B,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YDR382W/go' target='_blank'>YDR382W</a>
YDR382W,RPP2B,large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0015934' target='_blank'>large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YDR382W/go' target='_blank'>YDR382W</a>
YDR382W,RPP2B,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YDR382W/go' target='_blank'>YDR382W</a>
YLR398C,SKI2,Ski complex,<a href='https://www.yeastgenome.org/go/GO:0055087' target='_blank'>Ski complex</a>,<a href='https://www.yeastgenome.org/locus/YLR398C/go' target='_blank'>YLR398C</a>
YDR088C,SLU7,U2-type post-spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0071021' target='_blank'>U2-type post-spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YDR088C/go' target='_blank'>YDR088C</a>
YDR088C,SLU7,U2-type spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0005684' target='_blank'>U2-type spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YDR088C/go' target='_blank'>YDR088C</a>
YDR088C,SLU7,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YDR088C/go' target='_blank'>YDR088C</a>
YDR088C,SLU7,post-spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0071020' target='_blank'>post-spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YDR088C/go' target='_blank'>YDR088C</a>
YDR088C,SLU7,spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0005681' target='_blank'>spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YDR088C/go' target='_blank'>YDR088C</a>
YOR346W,REV1,chromatin,<a href='https://www.yeastgenome.org/go/GO:0000785' target='_blank'>chromatin</a>,<a href='https://www.yeastgenome.org/locus/YOR346W/go' target='_blank'>YOR346W</a>
YOR346W,REV1,nuclear chromatin,<a href='https://www.yeastgenome.org/go/GO:0000790' target='_blank'>nuclear chromatin</a>,<a href='https://www.yeastgenome.org/locus/YOR346W/go' target='_blank'>YOR346W</a>
YMR247C,RKR1,RQC complex,<a href='https://www.yeastgenome.org/go/GO:1990112' target='_blank'>RQC complex</a>,<a href='https://www.yeastgenome.org/locus/YMR247C/go' target='_blank'>YMR247C</a>
YMR247C,RKR1,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YMR247C/go' target='_blank'>YMR247C</a>
YMR247C,RKR1,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YMR247C/go' target='_blank'>YMR247C</a>
YPR182W,SMX3,U1 snRNP,<a href='https://www.yeastgenome.org/go/GO:0005685' target='_blank'>U1 snRNP</a>,<a href='https://www.yeastgenome.org/locus/YPR182W/go' target='_blank'>YPR182W</a>
YPR182W,SMX3,U4/U6 x U5 tri-snRNP complex,<a href='https://www.yeastgenome.org/go/GO:0046540' target='_blank'>U4/U6 x U5 tri-snRNP complex</a>,<a href='https://www.yeastgenome.org/locus/YPR182W/go' target='_blank'>YPR182W</a>
YPR182W,SMX3,U5 snRNP,<a href='https://www.yeastgenome.org/go/GO:0005682' target='_blank'>U5 snRNP</a>,<a href='https://www.yeastgenome.org/locus/YPR182W/go' target='_blank'>YPR182W</a>
YPR182W,SMX3,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YPR182W/go' target='_blank'>YPR182W</a>
YPR182W,SMX3,small nuclear ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030532' target='_blank'>small nuclear ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YPR182W/go' target='_blank'>YPR182W</a>
YNL025C,SSN8,mediator complex,<a href='https://www.yeastgenome.org/go/GO:0016592' target='_blank'>mediator complex</a>,<a href='https://www.yeastgenome.org/locus/YNL025C/go' target='_blank'>YNL025C</a>
YDL239C,ADY3,spindle pole body,<a href='https://www.yeastgenome.org/go/GO:0005816' target='_blank'>spindle pole body</a>,<a href='https://www.yeastgenome.org/locus/YDL239C/go' target='_blank'>YDL239C</a>
YLR315W,NKP2,"chromosome, centromeric region","<a href='https://www.yeastgenome.org/go/GO:0000775' target='_blank'>chromosome, centromeric region</a>",<a href='https://www.yeastgenome.org/locus/YLR315W/go' target='_blank'>YLR315W</a>
YLR315W,NKP2,kinetochore,<a href='https://www.yeastgenome.org/go/GO:0000776' target='_blank'>kinetochore</a>,<a href='https://www.yeastgenome.org/locus/YLR315W/go' target='_blank'>YLR315W</a>
YLR315W,NKP2,spindle pole body,<a href='https://www.yeastgenome.org/go/GO:0005816' target='_blank'>spindle pole body</a>,<a href='https://www.yeastgenome.org/locus/YLR315W/go' target='_blank'>YLR315W</a>
YMR047C,NUP116,nuclear pore central transport channel,<a href='https://www.yeastgenome.org/go/GO:0044613' target='_blank'>nuclear pore central transport channel</a>,<a href='https://www.yeastgenome.org/locus/YMR047C/go' target='_blank'>YMR047C</a>
YMR047C,NUP116,nuclear pore cytoplasmic filaments,<a href='https://www.yeastgenome.org/go/GO:0044614' target='_blank'>nuclear pore cytoplasmic filaments</a>,<a href='https://www.yeastgenome.org/locus/YMR047C/go' target='_blank'>YMR047C</a>
YMR047C,NUP116,nuclear pore,<a href='https://www.yeastgenome.org/go/GO:0005643' target='_blank'>nuclear pore</a>,<a href='https://www.yeastgenome.org/locus/YMR047C/go' target='_blank'>YMR047C</a>
YNL287W,SEC21,COPI vesicle coat,<a href='https://www.yeastgenome.org/go/GO:0030126' target='_blank'>COPI vesicle coat</a>,<a href='https://www.yeastgenome.org/locus/YNL287W/go' target='_blank'>YNL287W</a>
YNL287W,SEC21,vesicle coat,<a href='https://www.yeastgenome.org/go/GO:0030120' target='_blank'>vesicle coat</a>,<a href='https://www.yeastgenome.org/locus/YNL287W/go' target='_blank'>YNL287W</a>
YHR193C,EGD2,nascent polypeptide-associated complex,<a href='https://www.yeastgenome.org/go/GO:0005854' target='_blank'>nascent polypeptide-associated complex</a>,<a href='https://www.yeastgenome.org/locus/YHR193C/go' target='_blank'>YHR193C</a>
YLR212C,TUB4,"gamma-tubulin small complex, spindle pole body","<a href='https://www.yeastgenome.org/go/GO:0000928' target='_blank'>gamma-tubulin small complex, spindle pole body</a>",<a href='https://www.yeastgenome.org/locus/YLR212C/go' target='_blank'>YLR212C</a>
YLR212C,TUB4,inner plaque of spindle pole body,<a href='https://www.yeastgenome.org/go/GO:0005822' target='_blank'>inner plaque of spindle pole body</a>,<a href='https://www.yeastgenome.org/locus/YLR212C/go' target='_blank'>YLR212C</a>
YLR212C,TUB4,outer plaque of spindle pole body,<a href='https://www.yeastgenome.org/go/GO:0005824' target='_blank'>outer plaque of spindle pole body</a>,<a href='https://www.yeastgenome.org/locus/YLR212C/go' target='_blank'>YLR212C</a>
YLR212C,TUB4,spindle pole body,<a href='https://www.yeastgenome.org/go/GO:0005816' target='_blank'>spindle pole body</a>,<a href='https://www.yeastgenome.org/locus/YLR212C/go' target='_blank'>YLR212C</a>
YKL099C,UTP11,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YKL099C/go' target='_blank'>YKL099C</a>
YKL099C,UTP11,preribosome,<a href='https://www.yeastgenome.org/go/GO:0030684' target='_blank'>preribosome</a>,<a href='https://www.yeastgenome.org/locus/YKL099C/go' target='_blank'>YKL099C</a>
YKL099C,UTP11,small-subunit processome,<a href='https://www.yeastgenome.org/go/GO:0032040' target='_blank'>small-subunit processome</a>,<a href='https://www.yeastgenome.org/locus/YKL099C/go' target='_blank'>YKL099C</a>
YFL009W,CDC4,SCF ubiquitin ligase complex,<a href='https://www.yeastgenome.org/go/GO:0019005' target='_blank'>SCF ubiquitin ligase complex</a>,<a href='https://www.yeastgenome.org/locus/YFL009W/go' target='_blank'>YFL009W</a>
YFL009W,CDC4,nuclear SCF ubiquitin ligase complex,<a href='https://www.yeastgenome.org/go/GO:0043224' target='_blank'>nuclear SCF ubiquitin ligase complex</a>,<a href='https://www.yeastgenome.org/locus/YFL009W/go' target='_blank'>YFL009W</a>
YFL009W,CDC4,ubiquitin ligase complex,<a href='https://www.yeastgenome.org/go/GO:0000151' target='_blank'>ubiquitin ligase complex</a>,<a href='https://www.yeastgenome.org/locus/YFL009W/go' target='_blank'>YFL009W</a>
YGR048W,UFD1,Doa10p ubiquitin ligase complex,<a href='https://www.yeastgenome.org/go/GO:0000837' target='_blank'>Doa10p ubiquitin ligase complex</a>,<a href='https://www.yeastgenome.org/locus/YGR048W/go' target='_blank'>YGR048W</a>
YGR048W,UFD1,Hrd1p ubiquitin ligase ERAD-L complex,<a href='https://www.yeastgenome.org/go/GO:0000839' target='_blank'>Hrd1p ubiquitin ligase ERAD-L complex</a>,<a href='https://www.yeastgenome.org/locus/YGR048W/go' target='_blank'>YGR048W</a>
YGR048W,UFD1,RQC complex,<a href='https://www.yeastgenome.org/go/GO:1990112' target='_blank'>RQC complex</a>,<a href='https://www.yeastgenome.org/locus/YGR048W/go' target='_blank'>YGR048W</a>
YGR048W,UFD1,VCP-NPL4-UFD1 AAA ATPase complex,<a href='https://www.yeastgenome.org/go/GO:0034098' target='_blank'>VCP-NPL4-UFD1 AAA ATPase complex</a>,<a href='https://www.yeastgenome.org/locus/YGR048W/go' target='_blank'>YGR048W</a>
YGR048W,UFD1,ubiquitin ligase complex,<a href='https://www.yeastgenome.org/go/GO:0000151' target='_blank'>ubiquitin ligase complex</a>,<a href='https://www.yeastgenome.org/locus/YGR048W/go' target='_blank'>YGR048W</a>
YKR095W-A,PCC1,EKC/KEOPS complex,<a href='https://www.yeastgenome.org/go/GO:0000408' target='_blank'>EKC/KEOPS complex</a>,<a href='https://www.yeastgenome.org/locus/YKR095W-A/go' target='_blank'>YKR095W-A</a>
YKR095W-A,PCC1,chromatin,<a href='https://www.yeastgenome.org/go/GO:0000785' target='_blank'>chromatin</a>,<a href='https://www.yeastgenome.org/locus/YKR095W-A/go' target='_blank'>YKR095W-A</a>
YKR095W-A,PCC1,nuclear chromatin,<a href='https://www.yeastgenome.org/go/GO:0000790' target='_blank'>nuclear chromatin</a>,<a href='https://www.yeastgenome.org/locus/YKR095W-A/go' target='_blank'>YKR095W-A</a>
YIL139C,REV7,chromatin,<a href='https://www.yeastgenome.org/go/GO:0000785' target='_blank'>chromatin</a>,<a href='https://www.yeastgenome.org/locus/YIL139C/go' target='_blank'>YIL139C</a>
YIL139C,REV7,nuclear chromatin,<a href='https://www.yeastgenome.org/go/GO:0000790' target='_blank'>nuclear chromatin</a>,<a href='https://www.yeastgenome.org/locus/YIL139C/go' target='_blank'>YIL139C</a>
YIL139C,REV7,zeta DNA polymerase complex,<a href='https://www.yeastgenome.org/go/GO:0016035' target='_blank'>zeta DNA polymerase complex</a>,<a href='https://www.yeastgenome.org/locus/YIL139C/go' target='_blank'>YIL139C</a>
YKL042W,SPC42,central plaque of spindle pole body,<a href='https://www.yeastgenome.org/go/GO:0005823' target='_blank'>central plaque of spindle pole body</a>,<a href='https://www.yeastgenome.org/locus/YKL042W/go' target='_blank'>YKL042W</a>
YKL042W,SPC42,intermediate layer of spindle pole body,<a href='https://www.yeastgenome.org/go/GO:0005821' target='_blank'>intermediate layer of spindle pole body</a>,<a href='https://www.yeastgenome.org/locus/YKL042W/go' target='_blank'>YKL042W</a>
YKL042W,SPC42,spindle pole body,<a href='https://www.yeastgenome.org/go/GO:0005816' target='_blank'>spindle pole body</a>,<a href='https://www.yeastgenome.org/locus/YKL042W/go' target='_blank'>YKL042W</a>
YGR090W,UTP22,90S preribosome,<a href='https://www.yeastgenome.org/go/GO:0030686' target='_blank'>90S preribosome</a>,<a href='https://www.yeastgenome.org/locus/YGR090W/go' target='_blank'>YGR090W</a>
YGR090W,UTP22,CURI complex,<a href='https://www.yeastgenome.org/go/GO:0032545' target='_blank'>CURI complex</a>,<a href='https://www.yeastgenome.org/locus/YGR090W/go' target='_blank'>YGR090W</a>
YGR090W,UTP22,UTP-C complex,<a href='https://www.yeastgenome.org/go/GO:0034456' target='_blank'>UTP-C complex</a>,<a href='https://www.yeastgenome.org/locus/YGR090W/go' target='_blank'>YGR090W</a>
YGR090W,UTP22,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YGR090W/go' target='_blank'>YGR090W</a>
YGR090W,UTP22,preribosome,<a href='https://www.yeastgenome.org/go/GO:0030684' target='_blank'>preribosome</a>,<a href='https://www.yeastgenome.org/locus/YGR090W/go' target='_blank'>YGR090W</a>
YGR090W,UTP22,small-subunit processome,<a href='https://www.yeastgenome.org/go/GO:0032040' target='_blank'>small-subunit processome</a>,<a href='https://www.yeastgenome.org/locus/YGR090W/go' target='_blank'>YGR090W</a>
YDR409W,SIZ1,chromatin,<a href='https://www.yeastgenome.org/go/GO:0000785' target='_blank'>chromatin</a>,<a href='https://www.yeastgenome.org/locus/YDR409W/go' target='_blank'>YDR409W</a>
YDR409W,SIZ1,nuclear chromatin,<a href='https://www.yeastgenome.org/go/GO:0000790' target='_blank'>nuclear chromatin</a>,<a href='https://www.yeastgenome.org/locus/YDR409W/go' target='_blank'>YDR409W</a>
YNL207W,RIO2,cytoplasmic stress granule,<a href='https://www.yeastgenome.org/go/GO:0010494' target='_blank'>cytoplasmic stress granule</a>,<a href='https://www.yeastgenome.org/locus/YNL207W/go' target='_blank'>YNL207W</a>
