Systematic Name,Standard Name,pathway,Reference,term_link,gene_link
YMR246W,FAA4,fatty acid oxidation pathway,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1551874' target='_blank'>1551874</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000054412' target='_blank'>S000054412</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=YEAST-FAO-PWY&redirect=T"" target=""_blank"">fatty acid oxidation pathway</a>",<a href='https://www.yeastgenome.org/locus/YMR246W' target='_blank'>YMR246W</a>
YBR041W,FAT1,fatty acid oxidation pathway,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1551874' target='_blank'>1551874</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000054412' target='_blank'>S000054412</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=YEAST-FAO-PWY&redirect=T"" target=""_blank"">fatty acid oxidation pathway</a>",<a href='https://www.yeastgenome.org/locus/YBR041W' target='_blank'>YBR041W</a>
YDR019C,GCV1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR019C' target='_blank'>YDR019C</a>
YMR189W,GCV2,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YMR189W' target='_blank'>YMR189W</a>
YAL044C,GCV3,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YAL044C' target='_blank'>YAL044C</a>
YFL018C,LPD1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YFL018C' target='_blank'>YFL018C</a>
YMR289W,ABZ2,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YMR289W' target='_blank'>YMR289W</a>
YNR033W,ABZ1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YNR033W' target='_blank'>YNR033W</a>
YNL256W,FOL1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YNL256W' target='_blank'>YNL256W</a>
YOR236W,DFR1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YOR236W' target='_blank'>YOR236W</a>
YMR113W,FOL3,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YMR113W' target='_blank'>YMR113W</a>
YNL256W,FOL1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YNL256W' target='_blank'>YNL256W</a>
YNL256W,FOL1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YNL256W' target='_blank'>YNL256W</a>
YGR204W,ADE3,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YGR204W' target='_blank'>YGR204W</a>
YBR084W,MIS1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBR084W' target='_blank'>YBR084W</a>
YBR263W,SHM1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBR263W' target='_blank'>YBR263W</a>
YLR058C,SHM2,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YLR058C' target='_blank'>YLR058C</a>
YGR267C,FOL2,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YGR267C' target='_blank'>YGR267C</a>
YGR204W,ADE3,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YGR204W' target='_blank'>YGR204W</a>
YBR084W,MIS1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBR084W' target='_blank'>YBR084W</a>
YKR080W,MTD1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YKR080W' target='_blank'>YKR080W</a>
YGR204W,ADE3,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YGR204W' target='_blank'>YGR204W</a>
YBR084W,MIS1,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBR084W' target='_blank'>YBR084W</a>
YPL023C,MET12,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YPL023C' target='_blank'>YPL023C</a>
YGL125W,MET13,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YGL125W' target='_blank'>YGL125W</a>
YOR074C,CDC21,folate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-6614"" target=""_blank"">folate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YOR074C' target='_blank'>YOR074C</a>
YMR289W,ABZ2,folate biosynthesis II,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-45&redirect=T"" target=""_blank"">folate biosynthesis II</a>",<a href='https://www.yeastgenome.org/locus/YMR289W' target='_blank'>YMR289W</a>
YNR033W,ABZ1,folate biosynthesis II,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-45&redirect=T"" target=""_blank"">folate biosynthesis II</a>",<a href='https://www.yeastgenome.org/locus/YNR033W' target='_blank'>YNR033W</a>
YNL256W,FOL1,folate biosynthesis II,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-45&redirect=T"" target=""_blank"">folate biosynthesis II</a>",<a href='https://www.yeastgenome.org/locus/YNL256W' target='_blank'>YNL256W</a>
YOR236W,DFR1,folate biosynthesis II,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-45&redirect=T"" target=""_blank"">folate biosynthesis II</a>",<a href='https://www.yeastgenome.org/locus/YOR236W' target='_blank'>YOR236W</a>
YMR113W,FOL3,folate biosynthesis II,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-45&redirect=T"" target=""_blank"">folate biosynthesis II</a>",<a href='https://www.yeastgenome.org/locus/YMR113W' target='_blank'>YMR113W</a>
YNL256W,FOL1,folate biosynthesis II,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-45&redirect=T"" target=""_blank"">folate biosynthesis II</a>",<a href='https://www.yeastgenome.org/locus/YNL256W' target='_blank'>YNL256W</a>
YNL256W,FOL1,folate biosynthesis II,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-45&redirect=T"" target=""_blank"">folate biosynthesis II</a>",<a href='https://www.yeastgenome.org/locus/YNL256W' target='_blank'>YNL256W</a>
YGR267C,FOL2,folate biosynthesis II,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-45&redirect=T"" target=""_blank"">folate biosynthesis II</a>",<a href='https://www.yeastgenome.org/locus/YGR267C' target='_blank'>YGR267C</a>
YDR019C,GCV1,folate interconversions,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-697&redirect=T"" target=""_blank"">folate interconversions</a>",<a href='https://www.yeastgenome.org/locus/YDR019C' target='_blank'>YDR019C</a>
YMR189W,GCV2,folate interconversions,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/8852837' target='_blank'>8852837</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10871621' target='_blank'>10871621</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/2836393' target='_blank'>2836393</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1916088' target='_blank'>1916088</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-697&redirect=T"" target=""_blank"">folate interconversions</a>",<a href='https://www.yeastgenome.org/locus/YMR189W' target='_blank'>YMR189W</a>
