go_p,count,Systematic Name
endosomal transport,11,"['YBL007C', 'YBL047C', 'YIL105C', 'YIR006C', 'YKR007W', 'YKR019C', 'YLR083C', 'YNL047C', 'YNL084C', 'YPL045W', 'YPR173C']"
endosomal vesicle fusion,4,"['YAL002W', 'YDL077C', 'YDR080W', 'YDR495C']"
endosome organization,11,"['YBL085W', 'YDR357C', 'YEL005C', 'YER114C', 'YGL079W', 'YJL100W', 'YKL061W', 'YLR148W', 'YLR408C', 'YMR231W', 'YNL086W']"
endosome transport via multivesicular body sorting pathway,9,"['YDR525W-A', 'YGR206W', 'YJL151C', 'YKL002W', 'YKL041W', 'YKR035W-A', 'YLR119W', 'YLR417W', 'YPL065W']"
energy reserve metabolic process,2,"['YER067W', 'YIL057C']"
enzyme-directed rRNA 2'-O-methylation,1,['YCL054W']
enzyme-directed rRNA pseudouridine synthesis,6,"['YDL036C', 'YGR169C', 'YLR165C', 'YOL066C', 'YOR006C', 'YOR243C']"
epoxide metabolic process,1,['YNR064C']
ergosterol biosynthetic process,25,"['YER044C', 'YGL001C', 'YGL012W', 'YGR060W', 'YGR175C', 'YHR007C', 'YHR042W', 'YHR072W', 'YHR190W', 'YJL167W', 'YKL150W', 'YLR056W', 'YLR100W', 'YLR450W', 'YML008C', 'YML075C', 'YML126C', 'YMR015C', 'YMR134W', 'YMR202W', 'YMR208W', 'YMR220W', 'YNL280C', 'YOR037W', 'YPL028W']"
ergosterol metabolic process,4,"['YCR048W', 'YDR531W', 'YNR019W', 'YOL151W']"
ergosteryl 3-beta-D-glucoside catabolic process,1,['YIR007W']
error-free postreplication DNA repair,3,"['YCR066W', 'YGL058W', 'YLR032W']"
error-free translesion synthesis,12,"['YBR088C', 'YCR066W', 'YDR078C', 'YDR419W', 'YGL058W', 'YIL132C', 'YIL139C', 'YLR032W', 'YLR376C', 'YML060W', 'YOR346W', 'YPL167C']"
error-prone translesion synthesis,12,"['YBR278W', 'YCR066W', 'YDR121W', 'YDR419W', 'YGL058W', 'YIL139C', 'YJR043C', 'YLR032W', 'YNL262W', 'YOR346W', 'YPL167C', 'YPR175W']"
establishment of cell polarity,27,"['YAL041W', 'YBL106C', 'YCR057C', 'YDR126W', 'YDR309C', 'YDR420W', 'YER118C', 'YER149C', 'YFL039C', 'YGR014W', 'YHR061C', 'YIL138C', 'YJL095W', 'YLL021W', 'YLR229C', 'YLR319C', 'YLR371W', 'YML109W', 'YMR273C', 'YNL079C', 'YNL090W', 'YOR008C', 'YOR127W', 'YOR188W', 'YPL115C', 'YPL161C', 'YPR032W']"
establishment of macromolecular complex localization to telomere,5,"['YDL042C', 'YDR227W', 'YLR442C', 'YMR106C', 'YMR284W']"
establishment of meiotic sister chromatid cohesion,2,"['YBR107C', 'YDR254W']"
establishment of mitochondrion localization,5,"['YAL010C', 'YDL029W', 'YDR150W', 'YJR091C', 'YLR370C']"
establishment of mitotic sister chromatid cohesion,16,"['YBR088C', 'YBR107C', 'YDL003W', 'YDR180W', 'YDR254W', 'YDR318W', 'YFR027W', 'YGL071W', 'YJL019W', 'YJR135C', 'YLR381W', 'YML034W', 'YMR048W', 'YOR262W', 'YPL018W', 'YPR046W']"
establishment of mitotic spindle localization,4,"['YDR424C', 'YDR488C', 'YKR054C', 'YML064C']"
establishment of mitotic spindle orientation,13,"['YCL029C', 'YDR477W', 'YGL216W', 'YHR115C', 'YHR129C', 'YKR054C', 'YLL049W', 'YMR294W', 'YNL116W', 'YNL271C', 'YOR269W', 'YOR326W', 'YPL174C']"
establishment of organelle localization,1,['YEL013W']
establishment of protein localization,8,"['YAR007C', 'YDR499W', 'YGR152C', 'YJL173C', 'YNL078W', 'YNL312W', 'YOL070C', 'YOR073W']"
establishment of protein localization to chromatin,4,"['YDR180W', 'YER147C', 'YLR256W', 'YNL216W']"
establishment of protein localization to chromosome,2,"['YOR014W', 'YOR073W']"
establishment of protein localization to endoplasmic reticulum membrane,1,['YMR264W']
establishment of protein localization to plasma membrane,1,['YOR212W']
establishment of protein localization to telomere,1,['YNL216W']
establishment of sister chromatid cohesion,2,"['YPL008W', 'YPR135W']"
establishment of spindle localization,3,"['YKR054C', 'YOR373W', 'YPL269W']"
establishment or maintenance of actin cytoskeleton polarity,15,"['YAR014C', 'YER093C', 'YIL041W', 'YIL105C', 'YIL118W', 'YIL135C', 'YJL058C', 'YKL203C', 'YMR068W', 'YMR200W', 'YNL006W', 'YNL047C', 'YNL074C', 'YNL161W', 'YOL078W']"
establishment or maintenance of cell polarity,11,"['YDR093W', 'YER166W', 'YFL034C-B', 'YHR182W', 'YIL118W', 'YKL092C', 'YKR055W', 'YMR100W', 'YNL090W', 'YNL161W', 'YPR165W']"
establishment or maintenance of microtubule cytoskeleton polarity,1,['YLR045C']
ethanol biosynthetic process involved in glucose fermentation to ethanol,2,"['YBR145W', 'YOL086C']"
ethanol catabolic process,2,"['YER073W', 'YPL061W']"
ethanol metabolic process,4,"['YGR087C', 'YLR251W', 'YMR303C', 'YOR374W']"
ethanol oxidation,1,['YDL168W']
ethanolamine transport,1,['YGL077C']
eukaryotic translation initiation factor 2 complex assembly,1,['YLR215C']
eukaryotic translation initiation factor 4F complex assembly,2,"['YNL175C', 'YPR163C']"
exit from mitosis,8,"['YBR017C', 'YCR002C', 'YDL225W', 'YDR328C', 'YLR127C', 'YMR001C', 'YNL172W', 'YPR111W']"
exocyst assembly,4,"['YBR102C', 'YDR166C', 'YER008C', 'YJL085W']"
exocyst localization,4,"['YBR102C', 'YER008C', 'YIL068C', 'YJL085W']"
exocytosis,42,"['YAL014C', 'YAL030W', 'YAR042W', 'YBL106C', 'YBR102C', 'YDL019C', 'YDR122W', 'YDR164C', 'YDR166C', 'YER008C', 'YER031C', 'YFL005W', 'YGL210W', 'YGL233W', 'YGR009C', 'YHR001W', 'YHR073W', 'YIL068C', 'YIL138C', 'YJL085W', 'YJL204C', 'YKL129C', 'YKR003W', 'YLR096W', 'YLR166C', 'YMR017W', 'YMR109W', 'YMR183C', 'YMR192W', 'YNL079C', 'YNL243W', 'YNL272C', 'YNL293W', 'YOL112W', 'YOR237W', 'YOR327C', 'YPL145C', 'YPL232W', 'YPL249C', 'YPR032W', 'YPR055W', 'YPR095C']"
exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,6,"['YCR035C', 'YDL111C', 'YDR280W', 'YHR069C', 'YNR052C', 'YOL142W']"
"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",18,"['YCR035C', 'YDL111C', 'YDR280W', 'YGR095C', 'YGR158C', 'YGR195W', 'YGR276C', 'YHR069C', 'YHR081W', 'YJL050W', 'YLR059C', 'YLR107W', 'YLR293C', 'YNL232W', 'YNR024W', 'YOL021C', 'YOL142W', 'YOR001W']"
"exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",2,"['YNL002C', 'YOL077C']"
extrachromosomal circular DNA accumulation involved in cell aging,1,['YDR110W']
extrachromosomal circular DNA localization involved in cell aging,1,['YLR319C']
farnesyl diphosphate biosynthetic process,3,"['YJL167W', 'YPL069C', 'YPL117C']"
"farnesyl diphosphate biosynthetic process, mevalonate pathway",3,"['YML126C', 'YMR208W', 'YMR220W']"
farnesyl diphosphate metabolic process,1,['YHR190W']
fatty acid alpha-oxidation,2,"['YEL020C', 'YGL010W']"
fatty acid beta-oxidation,12,"['YDL078C', 'YGL205W', 'YIL160C', 'YJR019C', 'YKL188C', 'YKR009C', 'YLR284C', 'YNL009W', 'YOR180C', 'YPL028W', 'YPL147W', 'YPR128C']"
fatty acid beta-oxidation using acyl-CoA dehydrogenase,1,['YPR004C']
fatty acid beta-oxidation using acyl-CoA oxidase,1,['YGL205W']
fatty acid biosynthetic process,21,"['YBR026C', 'YBR041W', 'YBR159W', 'YCR034W', 'YDL015C', 'YDL110C', 'YER061C', 'YGL055W', 'YHR067W', 'YJL097W', 'YJL196C', 'YKL055C', 'YKL182W', 'YKL192C', 'YLR372W', 'YMR207C', 'YMR272C', 'YNR016C', 'YOR221C', 'YPL148C', 'YPL231W']"
fatty acid catabolic process,3,"['YJR019C', 'YMR165C', 'YNL202W']"
fatty acid elongation,4,"['YBR159W', 'YCR034W', 'YJL097W', 'YLR372W']"
"fatty acid elongation, monounsaturated fatty acid",3,"['YCR034W', 'YJL196C', 'YLR372W']"
"fatty acid elongation, polyunsaturated fatty acid",3,"['YCR034W', 'YJL196C', 'YLR372W']"
"fatty acid elongation, saturated fatty acid",3,"['YCR034W', 'YJL196C', 'YLR372W']"
"fatty acid elongation, unsaturated fatty acid",1,['YJL196C']
fatty acid metabolic process,36,"['YAR035W', 'YBR026C', 'YBR159W', 'YBR222C', 'YCL026C-A', 'YCR034W', 'YDL015C', 'YER015W', 'YER024W', 'YER061C', 'YGL055W', 'YGL205W', 'YHR067W', 'YIL009W', 'YIL160C', 'YJL097W', 'YJL196C', 'YKL055C', 'YKL182W', 'YKL192C', 'YKR009C', 'YLR118C', 'YLR284C', 'YLR372W', 'YML042W', 'YMR207C', 'YMR246W', 'YMR272C', 'YNR016C', 'YOL002C', 'YOR100C', 'YOR180C', 'YOR221C', 'YOR317W', 'YPL148C', 'YPL231W']"
fatty acid oxidation,2,"['YJR019C', 'YOL147C']"
fatty acid transmembrane transport,1,['YKL188C']
fatty acid transport,4,"['YJL078C', 'YJL079C', 'YKR013W', 'YPL147W']"
fermentation,3,"['YGL256W', 'YLR087C', 'YNL145W']"
ferric-enterobactin transport,1,['YOL158C']
ferulate metabolic process,1,['YDR539W']
filamentous growth,11,"['YBR171W', 'YDR363W-A', 'YDR486C', 'YEL071W', 'YER149C', 'YIL034C', 'YIR019C', 'YKL092C', 'YMR307W', 'YNL079C', 'YOL151W']"
filamentous growth of a population of unicellular organisms,2,"['YCR089W', 'YKR102W']"
flavin-containing compound metabolic process,1,['YMR178W']
flocculation,6,"['YAL063C', 'YAR050W', 'YHR211W', 'YHR213W', 'YIR019C', 'YKR102W']"
fluconazole transport,1,['YBR008C']
fluoride transmembrane transport,2,"['YOR390W', 'YPL279C']"
folic acid biosynthetic process,6,"['YBR034C', 'YBR084W', 'YGR267C', 'YMR289W', 'YNL256W', 'YNR033W']"
folic acid metabolic process,2,"['YBR263W', 'YLR058C']"
folic acid transport,1,['YIL134W']
folic acid-containing compound biosynthetic process,7,"['YER183C', 'YGR267C', 'YKL132C', 'YKR080W', 'YMR113W', 'YNL256W', 'YOR241W']"
folic acid-containing compound metabolic process,2,"['YGR204W', 'YNL256W']"
formaldehyde catabolic process,2,"['YDL168W', 'YJL068C']"
formate catabolic process,1,['YOR388C']
formation of cytoplasmic translation initiation complex,10,"['YAL035W', 'YBR079C', 'YDR429C', 'YLR192C', 'YMR146C', 'YMR260C', 'YMR309C', 'YOR361C', 'YPL237W', 'YPR041W']"
formation of translation initiation ternary complex,1,['YMR260C']
formation of translation preinitiation complex,13,"['YCR077C', 'YDR117C', 'YER007C-A', 'YER025W', 'YFL023W', 'YJR007W', 'YJR014W', 'YMR260C', 'YNL175C', 'YNL244C', 'YPL237W', 'YPR041W', 'YPR163C']"
formin-nucleated actin cable assembly,5,"['YDR129C', 'YIL159W', 'YNL271C', 'YNL293W', 'YOL112W']"
free ubiquitin chain depolymerization,3,"['YBL067C', 'YDR069C', 'YMR304W']"
free ubiquitin chain polymerization,6,"['YDR092W', 'YER125W', 'YGL087C', 'YGL141W', 'YKL010C', 'YLR032W']"
fructan catabolic process,1,['YIL162W']
"fructose 1,6-bisphosphate metabolic process",3,"['YGR240C', 'YLR377C', 'YMR205C']"
"fructose 2,6-bisphosphate metabolic process",4,"['YIL107C', 'YJL155C', 'YLR345W', 'YOL136C']"
fructose 6-phosphate metabolic process,6,"['YGR240C', 'YKL104C', 'YLR377C', 'YMR084W', 'YMR085W', 'YMR205C']"
fructose import,2,"['YFR053C', 'YGL253W']"
fructose metabolic process,7,"['YFR053C', 'YGL253W', 'YIL107C', 'YJL155C', 'YLR345W', 'YLR377C', 'YOL136C']"
fructose transport,16,"['YDL194W', 'YDL245C', 'YDR342C', 'YDR343C', 'YDR345C', 'YEL069C', 'YFL011W', 'YHR092C', 'YHR094C', 'YHR096C', 'YJL214W', 'YJL219W', 'YJR158W', 'YMR011W', 'YNR072W', 'YOL156W']"
fumarate metabolic process,1,['YPL262W']
fumarate transport,1,['YJR095W']
fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process,5,"['YLR343W', 'YMR215W', 'YMR307W', 'YOL030W', 'YOL132W']"
fungal-type cell wall assembly,1,['YDR477W']
fungal-type cell wall beta-glucan biosynthetic process,5,"['YBR229C', 'YGL027C', 'YJL034W', 'YLR343W', 'YOR336W']"
fungal-type cell wall biogenesis,15,"['YAL053W', 'YBL105C', 'YGL027C', 'YGL139W', 'YHL027W', 'YHR030C', 'YHR101C', 'YIL119C', 'YKL046C', 'YKR042W', 'YMR200W', 'YMR238W', 'YNL294C', 'YOR365C', 'YPL221W']"
fungal-type cell wall chitin biosynthetic process,14,"['YBL061C', 'YBR023C', 'YDR099W', 'YEL004W', 'YEL058W', 'YER177W', 'YHR142W', 'YJL099W', 'YKL104C', 'YKR027W', 'YMR084W', 'YMR085W', 'YMR237W', 'YOR299W']"
fungal-type cell wall organization,135,"['YAL068C', 'YAR020C', 'YBL068W', 'YBL108C-A', 'YBR038W', 'YBR067C', 'YBR078W', 'YBR301W', 'YCL048W', 'YCL051W', 'YCR017C', 'YCR032W', 'YCR104W', 'YDL049C', 'YDL203C', 'YDL222C', 'YDR055W', 'YDR074W', 'YDR077W', 'YDR144C', 'YDR261C', 'YDR349C', 'YDR351W', 'YDR420W', 'YDR522C', 'YDR528W', 'YDR542W', 'YEL040W', 'YEL049W', 'YER003C', 'YER011W', 'YER033C', 'YER093C', 'YER099C', 'YER150W', 'YFL020C', 'YGL261C', 'YGR014W', 'YGR023W', 'YGR143W', 'YGR189C', 'YGR282C', 'YGR294W', 'YHL011C', 'YHL046C', 'YHR079C', 'YHR102W', 'YHR103W', 'YHR181W', 'YIL011W', 'YIL015W', 'YIL085C', 'YIL123W', 'YIL176C', 'YIR039C', 'YIR041W', 'YJL042W', 'YJL058C', 'YJL083W', 'YJL116C', 'YJL158C', 'YJL159W', 'YJL160C', 'YJL174W', 'YJL223C', 'YJR013W', 'YJR066W', 'YJR104C', 'YJR150C', 'YJR151C', 'YKL096W', 'YKL096W-A', 'YKL129C', 'YKL163W', 'YKL164C', 'YKL181W', 'YKL187C', 'YKL190W', 'YKL224C', 'YKR019C', 'YKR042W', 'YKR100C', 'YLL025W', 'YLL064C', 'YLR037C', 'YLR110C', 'YLR120C', 'YLR121C', 'YLR194C', 'YLR213C', 'YLR300W', 'YLR332W', 'YLR343W', 'YLR390W-A', 'YLR413W', 'YLR414C', 'YLR425W', 'YLR433C', 'YLR443W', 'YLR461W', 'YML052W', 'YML057W', 'YMR022W', 'YMR109W', 'YMR215W', 'YMR307W', 'YMR325W', 'YNL006W', 'YNL066W', 'YNL090W', 'YNL192W', 'YNL194C', 'YNL243W', 'YNL283C', 'YNL313C', 'YNL322C', 'YNR076W', 'YOL013C', 'YOL030W', 'YOL061W', 'YOL109W', 'YOL132W', 'YOL155C', 'YOL161C', 'YOR008C', 'YOR009W', 'YOR010C', 'YOR247W', 'YOR394W', 'YPL031C', 'YPL053C', 'YPL180W', 'YPL282C', 'YPR030W', 'YPR159W']"
fungal-type cell wall organization or biogenesis,3,"['YER075C', 'YNL053W', 'YOR208W']"
fungal-type cell wall polysaccharide biosynthetic process,3,"['YGR032W', 'YLR342W', 'YMR306W']"
furaldehyde metabolic process,2,"['YDL168W', 'YMR318C']"
galactose catabolic process,3,"['YHR104W', 'YKL127W', 'YMR105C']"
galactose catabolic process via UDP-galactose,5,"['YBR018C', 'YBR019C', 'YBR020W', 'YHR210C', 'YNR071C']"
galactose metabolic process,8,"['YBR018C', 'YBR019C', 'YBR020W', 'YDL189W', 'YDR009W', 'YLR081W', 'YML051W', 'YPL248C']"
galactose transport,6,"['YFL011W', 'YHR094C', 'YJL219W', 'YLR081W', 'YNL318C', 'YOL156W']"
gamma-aminobutyric acid catabolic process,3,"['YBR006W', 'YDL170W', 'YGR019W']"
gamma-aminobutyric acid metabolic process,1,['YGR019W']
gamma-aminobutyric acid transport,2,"['YDL210W', 'YOR348C']"
gamma-tubulin complex localization to cytoplasmic side of mitotic spindle pole body,1,['YAL047C']
gamma-tubulin complex localization to nuclear side of mitotic spindle pole body,1,['YDR356W']
gene conversion,1,['YNL262W']
gene conversion at mating-type locus,5,"['YDL227C', 'YGL175C', 'YKL113C', 'YMR190C', 'YOR033C']"
gene silencing,3,"['YHR119W', 'YHR207C', 'YOR140W']"
gene silencing by RNA,3,"['YDR295C', 'YNL021W', 'YPR179C']"
generation of catalytic spliceosome for first transesterification step,9,"['YBR152W', 'YDR416W', 'YIR005W', 'YKL095W', 'YKL173W', 'YLL036C', 'YLR323C', 'YLR424W', 'YNR011C']"
generation of catalytic spliceosome for second transesterification step,10,"['YAL032C', 'YDR088C', 'YDR364C', 'YER013W', 'YGR006W', 'YHR165C', 'YJR050W', 'YKL095W', 'YKR086W', 'YMR213W']"
generation of mature 3'-end of 5S rRNA generated by RNA polymerase III,1,['YGR276C']
"generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,['YDR412W']
geranyl diphosphate biosynthetic process,2,"['YJL167W', 'YPL069C']"
geranylgeranyl diphosphate biosynthetic process,1,['YPL069C']
global genome nucleotide-excision repair,7,"['YBR010W', 'YBR279W', 'YDR440W', 'YGL244W', 'YKL112W', 'YNL031C', 'YPL046C']"
glucan catabolic process,4,"['YBR056W', 'YDR261C', 'YLR300W', 'YOR190W']"
gluconeogenesis,14,"['YBR196C', 'YBR218C', 'YBR239C', 'YCR012W', 'YDR050C', 'YGL062W', 'YGR192C', 'YJL052W', 'YJR009C', 'YKL060C', 'YKL152C', 'YKR097W', 'YLR377C', 'YOL126C']"
glucose 1-phosphate metabolic process,2,"['YKL127W', 'YMR105C']"
glucose 6-phosphate metabolic process,8,"['YBR196C', 'YCL040W', 'YDR516C', 'YFR053C', 'YGL253W', 'YKL127W', 'YLR446W', 'YMR105C']"
glucose import,3,"['YCL040W', 'YFR053C', 'YGL253W']"
glucose mediated signaling pathway,8,"['YAL056W', 'YDL035C', 'YDL138W', 'YDL194W', 'YER020W', 'YHR135C', 'YNL154C', 'YOR371C']"
glucose metabolic process,20,"['YCL040W', 'YFR053C', 'YGL059W', 'YGL253W', 'YGR192C', 'YHR043C', 'YHR044C', 'YHR210C', 'YIL042C', 'YJL052W', 'YJL155C', 'YJR009C', 'YJR090C', 'YKL038W', 'YKL127W', 'YMR105C', 'YMR278W', 'YNL241C', 'YNR071C', 'YOR047C']"
glucose transmembrane transport,18,"['YDL194W', 'YDL245C', 'YDR277C', 'YDR342C', 'YDR343C', 'YDR345C', 'YEL069C', 'YFL011W', 'YHR092C', 'YHR094C', 'YHR096C', 'YJL214W', 'YJL219W', 'YJR158W', 'YLR081W', 'YMR011W', 'YNR072W', 'YOL156W']"
glutamate biosynthetic process,9,"['YAL062W', 'YDL066W', 'YDL171C', 'YHR037W', 'YLR017W', 'YLR142W', 'YNL037C', 'YOR136W', 'YOR375C']"
glutamate catabolic process,2,"['YDL215C', 'YMR250W']"
glutamate catabolic process to 2-oxoglutarate,1,['YDL215C']
glutamate decarboxylation to succinate,1,['YBR006W']
glutamate metabolic process,1,['YMR250W']
glutamine biosynthetic process,1,['YPR035W']
glutamine metabolic process,22,"['YBL039C', 'YBR248C', 'YDL171C', 'YFL060C', 'YGR061C', 'YGR124W', 'YJL130C', 'YJR103W', 'YKL104C', 'YKL211C', 'YLR126C', 'YLR351C', 'YML096W', 'YMR084W', 'YMR095C', 'YMR217W', 'YMR300C', 'YNL191W', 'YNL334C', 'YNR033W', 'YOR303W', 'YPR145W']"
glutamine transport,3,"['YJR001W', 'YKL146W', 'YNL101W']"
glutaminyl-tRNA aminoacylation,1,['YOR168W']
glutaminyl-tRNAGln biosynthesis via transamidation,3,"['YBL080C', 'YGR102C', 'YMR293C']"
glutamyl-tRNA aminoacylation,2,"['YGL245W', 'YOL033W']"
glutathione biosynthetic process,2,"['YJL101C', 'YOL049W']"
glutathione catabolic process,5,"['YBR281C', 'YER163C', 'YFR044C', 'YLR299W', 'YNL191W']"
glutathione metabolic process,17,"['YDL120W', 'YDR135C', 'YDR513W', 'YGR154C', 'YGR201C', 'YGR209C', 'YIR038C', 'YKL081W', 'YKL215C', 'YKR076W', 'YLL060C', 'YLR299W', 'YML004C', 'YMR251W', 'YNL229C', 'YPL048W', 'YPL091W']"
glutathione transmembrane transport,2,"['YCL073C', 'YKR106W']"
glyceraldehyde-3-phosphate biosynthetic process,1,['YDR050C']
glycerol biosynthetic process,3,"['YER062C', 'YIL053W', 'YPL201C']"
glycerol catabolic process,6,"['YDR050C', 'YFL053W', 'YGL084C', 'YHL032C', 'YIL155C', 'YML070W']"
glycerol ether metabolic process,2,"['YGR209C', 'YLR043C']"
glycerol metabolic process,9,"['YFL053W', 'YHL032C', 'YIL155C', 'YLL043W', 'YML070W', 'YOL059W', 'YOR120W', 'YOR245C', 'YPL180W']"
glycerol to glycerone phosphate metabolic process,3,"['YFL053W', 'YML070W', 'YOR120W']"
glycerol transport,5,"['YDR536W', 'YFL054C', 'YGL084C', 'YLL043W', 'YPL189W']"
glycerol-3-phosphate biosynthetic process,1,['YHL032C']
glycerol-3-phosphate catabolic process,2,"['YDL022W', 'YOL059W']"
glycerol-3-phosphate metabolic process,4,"['YDL022W', 'YHL032C', 'YIL155C', 'YOL059W']"
glycerol-3-phosphate transport,2,"['YCR098C', 'YNR013C']"
glycerophosphodiester transport,1,['YCR098C']
glycerophospholipid biosynthetic process,4,"['YDL052C', 'YDL142C', 'YKR070W', 'YOR175C']"
glycerophospholipid catabolic process,6,"['YMR006C', 'YMR008C', 'YNL012W', 'YOL011W', 'YPL110C', 'YPL206C']"
glycerophospholipid metabolic process,3,"['YKL126W', 'YMR006C', 'YMR008C']"
glycine betaine transport,1,['YGL077C']
glycine biosynthetic process,3,"['YEL046C', 'YFL030W', 'YOR236W']"
glycine biosynthetic process from serine,2,"['YBR263W', 'YLR058C']"
"glycine biosynthetic process, by transamination of glyoxylate",1,['YFL030W']
glycine catabolic process,4,"['YAL044C', 'YDR019C', 'YFL018C', 'YMR189W']"
glycine decarboxylation via glycine cleavage system,3,"['YAL044C', 'YDR019C', 'YMR189W']"
glycine metabolic process,2,"['YDR019C', 'YMR189W']"
glycogen biosynthetic process,13,"['YEL011W', 'YFR015C', 'YFR017C', 'YJL137C', 'YKL035W', 'YKL127W', 'YKR058W', 'YLR258W', 'YLR273C', 'YMR105C', 'YMR311C', 'YOR178C', 'YPR184W']"
glycogen catabolic process,3,"['YIL099W', 'YPR160W', 'YPR184W']"
glycogen metabolic process,15,"['YBL058W', 'YER054C', 'YER059W', 'YER133W', 'YFR003C', 'YGL134W', 'YHL012W', 'YHR047C', 'YIL050W', 'YKL035W', 'YMR311C', 'YNR032W', 'YOR178C', 'YPL219W', 'YPR160W']"
glycolipid translocation,1,['YBL020W']
glycolytic fermentation to ethanol,4,"['YDL085W', 'YLR044C', 'YLR134W', 'YMR145C']"
glycolytic process,26,"['YAL038W', 'YBR196C', 'YBR221C', 'YCL040W', 'YCR012W', 'YDL021W', 'YDR050C', 'YDR516C', 'YER178W', 'YFR053C', 'YGL253W', 'YGR192C', 'YGR240C', 'YGR254W', 'YHR174W', 'YJL052W', 'YJR009C', 'YKL060C', 'YKL152C', 'YLR446W', 'YMR205C', 'YMR323W', 'YOL056W', 'YOR347C', 'YOR393W', 'YPL281C']"
glycoprotein ERAD pathway,3,"['YDR057W', 'YHR204W', 'YPL096W']"
glycoprotein catabolic process,1,['YPL096W']
glycosphingolipid biosynthetic process,3,"['YBR036C', 'YBR161W', 'YPL057C']"
glycyl-tRNA aminoacylation,2,"['YBR121C', 'YPR081C']"
glyoxylate catabolic process,1,['YNL274C']
glyoxylate cycle,8,"['YCL018W', 'YDL066W', 'YDL078C', 'YER065C', 'YIR031C', 'YLR174W', 'YNL009W', 'YNL117W']"
guanine catabolic process,1,['YDL238C']
guanine metabolic process,1,['YDL238C']
guanine nucleotide transmembrane transport,1,['YDL198C']
guanine nucleotide transport,1,['YDL198C']
guanine salvage,1,['YML035C']
guanosine catabolic process,2,"['YLR209C', 'YMR278W']"
heme O biosynthetic process,1,['YPL172C']
heme a biosynthetic process,3,"['YER141W', 'YPL172C', 'YPL252C']"
heme biosynthetic process,13,"['YDL119C', 'YDL120W', 'YDL205C', 'YDR044W', 'YDR047W', 'YDR232W', 'YER014W', 'YGL040C', 'YMR056C', 'YOR176W', 'YOR278W', 'YPL172C', 'YPR058W']"
heme catabolic process,1,['YLR205C']
heme oxidation,1,['YLR205C']
heme transmembrane transport,1,['YER185W']
heme transport,7,"['YAL048C', 'YBL030C', 'YBR085W', 'YGR192C', 'YLL001W', 'YMR056C', 'YOR211C']"
heterochromatin assembly,8,"['YAL019W', 'YBL079W', 'YDR121W', 'YKR101W', 'YLR274W', 'YLR442C', 'YMR069W', 'YNL206C']"
heterochromatin maintenance,2,"['YAL019W', 'YBR245C']"
heterochromatin organization involved in chromatin silencing,6,"['YBR278W', 'YCL010C', 'YDR121W', 'YHR061C', 'YNL262W', 'YPR175W']"
heteroduplex formation,8,"['YAR007C', 'YBR073W', 'YDR004W', 'YDR076W', 'YER095W', 'YGL163C', 'YJL173C', 'YNL312W']"
hexose catabolic process,1,['YJR030C']
hexose mediated signaling,2,"['YDL035C', 'YER020W']"
hexose metabolic process,7,"['YBR019C', 'YCL040W', 'YDL246C', 'YFR053C', 'YGL253W', 'YJR159W', 'YLR446W']"
hexose transport,14,"['YDL245C', 'YDR342C', 'YDR343C', 'YDR345C', 'YEL069C', 'YFL011W', 'YHR092C', 'YHR096C', 'YJL214W', 'YJL219W', 'YJR158W', 'YNL318C', 'YNR072W', 'YOL156W']"
histidine biosynthetic process,9,"['YBR084W', 'YBR248C', 'YCL030C', 'YER055C', 'YFR025C', 'YGR204W', 'YIL020C', 'YIL116W', 'YOR202W']"
histidine transport,1,['YGR191W']
histidyl-tRNA aminoacylation,1,['YPR033C']
histone H2A acetylation,4,"['YGR002C', 'YJR082C', 'YMR069W', 'YPR023C']"
histone H2A-H2B dimer displacement,1,['YJR035W']
histone H2B conserved C-terminal lysine ubiquitination,1,['YER164W']
histone H2B ubiquitination,2,"['YDL091C', 'YJL115W']"
histone H2B-S14 phosphorylation,1,['YHL007C']
histone H3 acetylation,7,"['YCL010C', 'YDR176W', 'YGL151W', 'YGR252W', 'YLR113W', 'YMR127C', 'YMR236W']"
histone H3 deacetylation,6,"['YDL042C', 'YGL194C', 'YNL021W', 'YNL330C', 'YPL116W', 'YPR068C']"
histone H3-K14 acetylation,3,"['YCL010C', 'YJR082C', 'YPR031W']"
histone H3-K18 acetylation,1,['YCL010C']
histone H3-K36 demethylation,3,"['YDR096W', 'YER051W', 'YER169W']"
histone H3-K36 methylation,1,['YJL168C']
histone H3-K4 demethylation,1,['YJR119C']
"histone H3-K4 demethylation, trimethyl-H3-K4-specific",2,"['YJR119C', 'YMR176W']"
histone H3-K4 methylation,11,"['YAR003W', 'YBR060C', 'YBR111W-A', 'YBR175W', 'YBR258C', 'YDR469W', 'YHR119W', 'YKL018W', 'YLR015W', 'YMR223W', 'YPL138C']"
histone H3-K4 trimethylation,4,"['YJR017C', 'YKL018W', 'YLR015W', 'YOR123C']"
